id,city,year,cultural_expenditure_budget,cultural_expenditure_final,bureau_budget,bureau_final,total_budget,bureau_scope_note,methodology,official_source_title,official_source_url,key_policies,last_verified,notes
government-2014-09,苗栗縣,2014,838113000,713753000,813414000,689441000,28571255000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-10,彰化縣,2014,463707000,431050000,458069000,425560000,44732446000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-11,南投縣,2014,201329000,188004000,201329000,188004000,23808238000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-12,雲林縣,2014,597509000,490817000,375428000,329870000,29208306000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-13,嘉義縣,2014,225223000,174736000,376342000,302239000,24064495000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-14,屏東縣,2014,751740000,707027000,64249000,57772000,33171929000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-15,臺東縣,2014,202040000,177787000,202040000,177787000,15401238000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-16,花蓮縣,2014,195746000,173874000,159066000,139511000,18285583000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-17,澎湖縣,2014,289604000,248182000,241888000,205761000,9345446000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-18,基隆市,2014,173516000,165863000,143188000,138316000,17933058000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-19,新竹市,2014,384890000,350947000,275819000,252877000,18381252000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-20,嘉義市,2014,262363000,244283000,225164000,212519000,11610370000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-21,金門縣,2014,389525000,304321000,218779000,178236000,13007695000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2014-22,連江縣,2014,109070000,100257000,109831000,100281000,3406768000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-01,新北市,2015,3528719570,3440332230,1768583900,1711755800,158371155100,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-02,臺北市,2015,12567624250,10728386820,5071887340,4171494760,162017957320,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-03,桃園市,2015,3488731000,3138838150,1442360000,1294060560,91781295000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-04,臺中市,2015,2133459370,1961222670,1275585370,1222351190,121075664000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-05,臺南市,2015,2193720000,1971412750,1509285000,1393414990,76588044000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-06,高雄市,2015,2876585640,2791833020,1935511640,1887803560,123425220000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-07,宜蘭縣,2015,544984000,518096900,464404000,431418090,21615990000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-08,新竹縣,2015,323777000,293247950,318662000,290117280,25673359000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-09,苗栗縣,2015,643793720,537638610,619715720,514841650,25230992000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-10,彰化縣,2015,287589000,254514570,284510000,251700620,43939117000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-11,南投縣,2015,175441000,164991590,175441000,164991590,22137905000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-12,雲林縣,2015,592652000,441353000,295610000,222137000,29345971000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-13,嘉義縣,2015,174564000,150952590,436302000,378694140,25305123000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-14,屏東縣,2015,495720000,456834880,53132000,49662390,33972538000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-15,臺東縣,2015,329659000,316019200,26713000,22565000,15504648000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-16,花蓮縣,2015,204432000,193162420,159393000,149268090,18302686000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-17,澎湖縣,2015,625990000,585877510,292530000,253199970,10668671000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-18,基隆市,2015,224743400,215428300,193048400,186359800,17223767250,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-19,新竹市,2015,457460000,322827930,392268000,267918000,18716491000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-20,嘉義市,2015,247817000,219521290,218055000,193502630,11542139000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-21,金門縣,2015,398607000,388311170,235179000,208533690,15322621000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2015-22,連江縣,2015,92085000,84868180,92290000,85009000,3269532000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-01,新北市,2016,2775297540,2622687400,1763566290,1657753630,161187800000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-02,臺北市,2016,10781838540,10156133000,3056584970,2742448240,163008473630,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-03,桃園市,2016,3492650000,3209419470,1480874000,1286707780,94750765000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-04,臺中市,2016,3287078270,3115911780,1597126270,1520490950,131054168000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-05,臺南市,2016,2214395000,2066524900,1556158000,1492044410,77210807000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-06,高雄市,2016,2374027680,2306817630,1480687300,1448163010,120354493000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-07,宜蘭縣,2016,573567000,477047210,495600000,401370050,22522168000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-08,新竹縣,2016,364158000,298446560,359186000,295602610,25606803000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-09,苗栗縣,2016,617396760,568501020,597370760,553379430,20151415000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-10,彰化縣,2016,390582000,349274620,387403000,346497600,43260718000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-11,南投縣,2016,262901000,253809330,262901000,253809330,23550190000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-12,雲林縣,2016,551529000,354122100,317634000,274550000,29706355000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-13,嘉義縣,2016,291763000,222328340,508307000,403584120,25571986000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-14,屏東縣,2016,578163000,511771120,161132000,156520020,33483420000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-15,臺東縣,2016,182757000,147814340,165751000,133792000,16011033000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-16,花蓮縣,2016,276565000,226577690,227192000,179071190,17746160000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-17,澎湖縣,2016,220297000,183510610,184450000,149515480,9215463000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-18,基隆市,2016,255646750,243948510,225072750,216260730,18085976900,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-19,新竹市,2016,364158000,298446560,359186000,295602610,25606803000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-20,嘉義市,2016,332421000,296161260,302334000,268590980,11899925000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-21,金門縣,2016,507818000,455233820,278391000,252951410,13583698000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2016-22,連江縣,2016,110897000,102672160,111102000,102895000,3553231000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-01,新北市,2017,2772404040,2630884430,1731982120,1622400380,156317363000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-02,臺北市,2017,14199385110,12251837240,3203767900,3030413480,170868096890,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-03,桃園市,2017,3993171200,3794959550,1643347000,1531059660,102234389340,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-04,臺中市,2017,2841059750,2726438680,1409560750,1364026430,130218323000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-05,臺南市,2017,4293570000,3989927800,3045468000,2829101040,79849723000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-06,高雄市,2017,2400960120,2345859440,1600173590,1560125170,128799990000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-07,宜蘭縣,2017,585810000,551147200,510581000,478307020,20965192000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-08,新竹縣,2017,311346000,256204240,306374000,253223400,23363312000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-09,苗栗縣,2017,652989000,623692030,637609000,609047510,21927280000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-10,彰化縣,2017,334658000,291562270,330333000,287673100,43274696000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-11,南投縣,2017,244911000,232202770,244911000,232202770,22948016000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-12,雲林縣,2017,996436000,890603170,385870000,339393000,30383413000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-13,嘉義縣,2017,368669000,342239810,676029000,620975020,26289790000,文化局（處）為文化觀光局（處），預決算包含觀光經費。,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-14,屏東縣,2017,809447000,769215940,355554000,488387000,35643251000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-15,臺東縣,2017,303278000,271649150,288772000,257754000,20486726000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
government-2017-16,花蓮縣,2017,356973000,340168780,285739000,272546900,19714665000,,政事別文化支出與文化局（處）機關別預決算分開呈現；原始表單位為千元，本站換算為元。,文化部文化統計網－2025年編印（歷年資料）,https://stat.moc.gov.tw/eBook_List_DoL.aspx?id=114_01&year=2025,,2026-09-06,來源檔：20260906_1104地方文化支出及地方文化局預決算.xlsx
